course_id,course_number,total_students,AP,A,AM,BP,B,BM,CP,C,CM,DP,D,DM,F,A_count,B_count,C_count,D_count,F_count,avg_gpa
MUS 138,138,334,83,90,63,30,29,13,7,8,3,0,2,1,5,236,72,18,3,5,3.551
MUS 139,139,284,57,80,44,20,36,13,12,8,5,0,3,1,5,181,69,25,4,5,3.436
MUS 141,141,124,7,65,15,5,7,4,5,8,0,0,2,0,6,87,16,13,2,6,3.398
MUS 142,142,12,0,4,0,1,2,0,0,1,0,2,1,1,0,4,3,1,4,0,2.633
MUS 151,151,8325,331,4135,863,615,915,322,178,306,97,68,84,58,353,5329,1852,581,210,353,3.375
MUS 155,155,83,12,21,17,14,8,4,3,3,0,0,0,0,1,50,26,6,0,1,3.48
MUS 156,156,90,10,23,16,17,11,9,1,2,0,0,1,0,0,49,37,3,1,0,3.466
MUS 199,199,17,1,6,5,5,0,0,0,0,0,0,0,0,0,12,5,0,0,0,3.706
MUS 227,227,4084,510,1258,893,424,332,285,126,92,64,17,13,18,52,2661,1041,282,48,52,3.47
MUS 231,231,498,51,109,84,55,74,44,18,30,25,0,1,0,7,244,173,73,1,7,3.249
MUS 232,232,445,80,97,58,40,64,33,18,27,18,0,4,0,6,235,137,63,4,6,3.294
MUS 233,233,413,80,113,55,36,54,21,23,17,4,1,1,0,8,248,111,44,2,8,3.412
MUS 234,234,381,42,107,66,56,50,21,15,9,7,0,3,1,4,215,127,31,4,4,3.412
MUS 235,235,357,79,108,33,42,29,21,20,13,10,0,0,0,2,220,92,43,0,2,3.477
MUS 236,236,134,14,26,24,20,22,5,9,7,3,0,1,0,3,64,47,19,1,3,3.247
MUS 237,237,67,3,13,18,7,5,3,8,1,5,0,2,0,2,34,15,14,2,2,3.1
MUS 238,238,47,4,14,7,4,3,4,3,5,3,0,0,0,0,25,11,11,0,0,3.253
MUS 239,239,44,4,6,11,4,8,7,0,1,1,0,0,0,2,21,19,2,0,2,3.193
MUS 240,240,25,8,2,4,5,4,1,0,0,0,0,1,0,0,14,10,0,1,0,3.48
MUS 249,249,40,0,11,7,7,6,0,4,1,3,1,0,0,0,18,13,8,1,0,3.215
MUS 250,250,125,1,39,20,16,21,10,4,7,0,1,1,1,4,60,47,11,3,4,3.224
MUS 263,263,690,64,196,162,72,66,52,25,22,17,0,5,2,7,422,190,64,7,7,3.409
MUS 264,264,1403,58,417,307,165,172,81,63,47,31,7,10,4,41,782,418,141,21,41,3.299
MUS 265,265,1447,110,494,387,171,106,61,38,31,18,2,6,4,19,991,338,87,12,19,3.515
MUS 267,267,609,55,102,79,70,85,46,41,37,34,3,13,5,39,236,201,112,21,39,2.918
MUS 268,268,610,78,70,87,70,60,56,36,42,52,8,11,11,29,235,186,130,30,29,2.886
MUS 269,269,624,92,159,89,74,74,41,29,22,13,4,7,5,15,340,189,64,16,15,3.299
MUS 270,270,923,34,217,208,157,143,58,37,28,14,7,8,3,9,459,358,79,18,9,3.317
MUS 281,281,1092,57,281,232,156,161,71,48,40,16,1,12,6,11,570,388,104,19,11,3.329
MUS 322,322,353,168,140,34,5,3,1,0,1,1,0,0,0,0,342,9,2,0,0,3.937
MUS 327,327,410,35,188,54,36,45,16,5,13,6,0,2,0,10,277,97,24,2,10,3.509
MUS 345M,345M,68,10,16,14,9,5,5,6,1,0,0,1,0,1,40,19,7,1,1,3.394
MUS 346,346,267,22,78,73,38,31,6,2,10,3,1,1,0,2,173,75,15,2,2,3.508
MUS 349,349,42,8,14,6,1,2,4,0,2,2,0,1,0,2,28,7,4,1,2,3.302
MUS 351,351,108,23,31,16,11,8,5,2,3,3,1,0,1,4,70,24,8,2,4,3.395
MUS 356,356,24,3,1,4,2,8,3,2,0,1,0,0,0,0,8,13,3,0,0,3.158
MUS 358,358,1312,92,313,138,96,248,99,47,113,33,14,38,7,74,543,443,193,59,74,2.98
MUS 359,359,954,92,276,96,71,151,55,36,67,18,11,15,10,56,464,277,121,36,56,3.089
MUS 360,360,2543,253,853,495,285,291,132,65,61,28,9,18,6,47,1601,708,154,33,47,3.452
MUS 363,363,860,39,105,122,102,150,109,62,78,41,9,12,11,20,266,361,181,32,20,2.916
MUS 365,365,47,0,10,8,6,7,5,1,4,3,0,0,1,2,18,18,8,1,2,2.979
MUS 367,367,272,82,85,30,27,18,7,2,4,4,2,2,2,7,197,52,10,6,7,3.553
MUS 380,380,595,27,289,59,43,97,22,4,20,7,2,1,0,24,375,162,31,3,24,3.427
MUS 382,382,254,11,53,61,33,24,22,8,9,10,7,1,1,14,125,79,27,9,14,3.095
MUS 384,384,173,31,77,23,17,12,6,3,2,0,0,0,0,2,131,35,5,0,2,3.678
MUS 394,394,55,8,34,7,2,2,0,0,0,0,0,0,0,2,49,4,0,0,2,3.755
MUS 395,395,1224,425,616,96,27,25,8,2,11,3,0,2,0,9,1137,60,16,2,9,3.871
MUS 396,396,798,363,307,67,14,19,10,0,6,1,1,1,0,9,737,43,7,2,9,3.852
MUS 397,397,5263,1306,3414,288,65,82,30,10,15,8,2,9,2,32,5008,177,33,13,32,3.908
MUS 398,398,14,7,5,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,3.957
MUS 399,399,17,7,7,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3.947
MUS 410,410,33,7,9,2,0,4,3,2,2,2,0,0,0,2,18,7,6,0,2,3.136
MUS 410L,410L,13,4,2,5,1,1,0,0,0,0,0,0,0,0,11,2,0,0,0,3.754
MUS 428,428,13,3,7,1,0,0,0,1,0,0,0,0,0,1,11,0,1,0,1,3.538
MUS 433,433,10,1,2,2,0,2,0,2,0,0,0,1,0,0,5,2,2,1,0,3.1
MUS 436,436,32,5,14,3,0,5,0,2,0,1,0,0,0,2,22,5,3,0,2,3.387
MUS 439,439,57,13,21,9,7,3,2,1,0,1,0,0,0,0,43,12,2,0,0,3.698
MUS 445,445,36,1,18,5,0,6,4,0,1,1,0,0,0,0,24,10,2,0,0,3.528
MUS 451,451,30,4,8,4,1,4,2,1,4,0,0,0,0,2,16,7,5,0,2,3.127
MUS 452,452,68,1,16,10,7,15,8,3,1,1,0,1,0,5,27,30,5,1,5,3.034
MUS 459,459,32,0,22,0,0,9,0,0,0,0,0,0,0,1,22,9,0,0,1,3.594
MUS 462,462,111,44,34,10,1,8,4,4,3,1,1,0,0,1,88,13,8,1,1,3.651
MUS 463,463,109,14,52,17,10,11,3,1,1,0,0,0,0,0,83,24,2,0,0,3.718
MUS 476,476,379,95,121,53,41,23,15,6,7,7,1,0,1,9,269,79,20,2,9,3.553
MUS 477,477,223,49,70,42,20,18,4,4,2,4,1,2,0,7,161,42,10,3,7,3.522
MUS 478,478,145,48,42,14,7,13,6,3,2,4,0,1,0,5,104,26,9,1,5,3.509
MUS 479,479,55,12,17,2,2,5,6,2,2,3,0,1,0,3,31,13,7,1,3,3.198
MUS 480,480,301,74,77,50,18,41,17,6,8,5,0,0,0,5,201,76,19,0,5,3.507
MUS 481,481,134,43,41,20,10,8,3,1,4,0,1,0,0,3,104,21,5,1,3,3.632
MUS 483,483,51,7,14,12,5,4,3,3,1,0,0,0,0,2,33,12,4,0,2,3.41
MUS 486,486,63,4,8,17,9,7,10,3,3,0,0,1,0,1,29,26,6,1,1,3.214
MUS 487,487,43,5,26,2,1,5,2,0,0,1,0,0,0,1,33,8,1,0,1,3.647
MUS 510,510,14,3,8,1,1,0,0,0,0,0,0,0,0,1,12,1,0,0,1,3.643
MUS 516,516,27,0,15,9,1,2,0,0,0,0,0,0,0,0,24,3,0,0,0,3.8
MUS 517,517,18,0,12,4,1,1,0,0,0,0,0,0,0,0,16,2,0,0,0,3.839
MUS 530,530,18,2,12,4,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3.933
MUS 531,531,11,2,5,3,1,0,0,0,0,0,0,0,0,0,10,1,0,0,0,3.855
MUS 533,533,66,4,20,18,16,6,1,0,0,1,0,0,0,0,42,23,1,0,0,3.603
MUS 534,534,59,2,22,14,8,9,1,0,1,1,0,0,0,1,38,18,2,0,1,3.519
MUS 535,535,24,5,7,7,1,1,1,0,1,0,0,0,0,1,19,3,1,0,1,3.538
MUS 551,551,26,6,13,4,0,2,1,0,0,0,0,0,0,0,23,3,0,0,0,3.827
MUS 552,552,13,3,5,2,2,1,0,0,0,0,0,0,0,0,10,3,0,0,0,3.769
MUS 607,607,36,1,17,7,5,4,1,0,0,0,0,0,0,1,25,10,0,0,1,3.586
MUS 611,611,249,15,129,51,14,11,14,5,1,1,1,1,0,6,195,39,7,2,6,3.611
MUS 629,629,15,1,8,4,2,0,0,0,0,0,0,0,0,0,13,2,0,0,0,3.827
MUS 652,652,21,2,6,7,2,3,0,0,1,0,0,0,0,0,15,5,1,0,0,3.595
MUS 660,660,67,13,20,19,4,2,4,1,1,1,1,0,0,1,52,10,3,1,1,3.576
MUS 661,661,59,9,17,16,2,6,7,0,0,0,0,0,0,2,42,15,0,0,2,3.503
MUS 662,662,79,15,24,20,3,6,5,0,4,1,0,0,0,1,59,14,5,0,1,3.558
MUS 663,663,85,20,22,18,11,4,3,1,2,2,0,0,2,0,60,18,5,2,0,3.554
MUS 664,664,133,24,67,25,5,2,6,1,0,1,1,0,0,1,116,13,2,1,1,3.763
MUS 665,665,206,23,120,34,18,6,2,0,1,0,0,0,0,2,177,26,1,0,2,3.799
MUS 681,681,10,1,4,2,2,1,0,0,0,0,0,0,0,0,7,3,0,0,0,3.7
MUS 682,682,31,2,9,12,6,2,0,0,0,0,0,0,0,0,23,8,0,0,0,3.684
MUS 696,696,155,77,55,10,4,4,2,0,3,0,0,0,0,0,142,10,3,0,0,3.881
OATH 488,488,95,21,40,23,3,5,0,0,0,1,0,0,0,2,84,8,1,0,2,3.744
OBA 311,311,5165,129,878,767,811,886,585,427,348,169,48,48,15,54,1774,2282,944,111,54,3.072
OBA 311H,311H,33,2,4,7,6,7,3,2,1,1,0,0,0,0,13,16,4,0,0,3.245
OBA 312,312,4427,115,747,834,787,664,560,300,248,151,5,3,3,10,1696,2011,699,11,10,3.183
OBA 312H,312H,33,0,12,12,2,5,2,0,0,0,0,0,0,0,24,9,0,0,0,3.618
OBA 330,330,1958,44,262,274,317,348,225,184,208,66,0,15,0,15,580,890,458,15,15,3.014
OBA 330H,330H,96,5,17,21,17,21,8,6,1,0,0,0,0,0,43,46,7,0,0,3.356
OBA 335,335,6622,89,687,960,1344,1494,935,533,388,142,14,11,4,21,1736,3773,1063,29,21,3.077
OBA 335H,335H,189,11,47,55,44,21,10,1,0,0,0,0,0,0,113,75,1,0,0,3.561
OBA 340,340,2178,30,179,293,370,489,367,225,145,68,2,2,1,7,502,1226,438,5,7,2.997
OBA 340H,340H,126,5,37,15,36,21,8,2,1,1,0,0,0,0,57,65,4,0,0,3.454
OBA 410,410,2065,32,323,400,424,404,231,124,75,34,3,6,0,9,755,1059,233,9,9,3.214
OBA 433,433,77,1,17,20,12,12,6,3,4,2,0,0,0,0,38,30,9,0,0,3.326
OBA 444,444,521,10,66,59,93,179,67,24,19,3,0,1,0,0,135,339,46,1,0,3.16
OBA 455,455,213,0,18,20,58,55,30,18,13,1,0,0,0,0,38,143,32,0,0,3.063
OBA 465,465,114,1,23,26,24,19,9,8,3,1,0,0,0,0,50,52,12,0,0,3.323
OBA 466,466,496,5,61,115,99,92,66,23,19,16,0,0,0,0,181,257,58,0,0,3.203
OBA 477,477,396,0,53,47,113,89,61,24,4,3,2,0,0,0,100,263,31,2,0,3.185
OBA 488,488,401,20,81,95,62,52,31,20,18,17,0,1,0,4,196,145,55,1,4,3.271
OBA 510,510,165,5,31,39,37,29,15,4,3,2,0,0,0,0,75,81,9,0,0,3.373
OBA 544,544,35,2,10,4,5,8,5,1,0,0,0,0,0,0,16,18,1,0,0,3.403
OBA 555,555,18,0,2,5,5,3,3,0,0,0,0,0,0,0,7,11,0,0,0,3.339
OBA 566,566,11,0,1,2,5,3,0,0,0,0,0,0,0,0,3,8,0,0,0,3.355
OBA 577,577,214,0,59,31,73,43,8,0,0,0,0,0,0,0,90,124,0,0,0,3.468
OBA 588,588,10,0,4,3,2,0,0,1,0,0,0,0,0,0,7,2,1,0,0,3.6
OBA 610,610,109,0,18,21,36,29,5,0,0,0,0,0,0,0,39,70,0,0,0,3.385
OBA 612,612,494,13,109,70,85,129,59,15,8,6,0,0,0,0,192,273,29,0,0,3.309
OBA 613,613,479,6,93,78,127,138,28,7,1,1,0,0,0,0,177,293,9,0,0,3.368
OBIK 488,488,13,2,7,3,0,0,1,0,0,0,0,0,0,0,12,1,0,0,0,3.831
OBRT 388,388,59,4,23,21,3,4,1,2,1,0,0,0,0,0,48,8,3,0,0,3.676
OCBS 388,388,32,5,11,0,11,0,5,0,0,0,0,0,0,0,16,16,0,0,0,3.556
OCBS 488,488,56,9,19,0,24,0,4,0,0,0,0,0,0,0,28,28,0,0,0,3.607
OCFP 388,388,10,3,3,2,2,0,0,0,0,0,0,0,0,0,8,2,0,0,0,3.8
OCIE 188,188,55,0,24,9,6,7,3,0,2,0,0,2,0,2,33,16,2,2,2,3.349
OCIE 288,288,14,0,5,1,1,5,1,1,0,0,0,0,0,0,6,7,1,0,0,3.357
OCIE 388,388,673,0,248,131,115,100,32,19,16,0,0,6,0,6,379,247,35,6,6,3.454
OCOS 188,188,13,7,4,1,1,0,0,0,0,0,0,0,0,0,12,1,0,0,0,3.923
OCOS 288,288,11,0,0,4,1,2,3,1,0,0,0,0,0,0,4,6,1,0,0,3.136
ODIS 488,488,80,0,13,9,28,18,9,1,2,0,0,0,0,0,22,55,3,0,0,3.279
ODUB 388,388,204,0,65,79,38,18,3,0,0,1,0,0,0,0,144,59,1,0,0,3.635
OGHA 488,488,61,8,33,9,4,4,0,0,2,1,0,0,0,0,50,8,3,0,0,3.741
OJIL 388,388,412,0,77,180,123,26,2,2,1,1,0,0,0,0,257,151,4,0,0,3.572
OJIL 488,488,90,0,22,45,13,8,0,1,1,0,0,0,0,0,67,21,2,0,0,3.619
OKUN 188,188,7,3,0,0,2,1,0,1,0,0,0,0,0,0,3,3,1,0,0,3.414
OLEC 288,288,129,14,26,38,18,1,10,13,6,3,0,0,0,0,78,29,22,0,0,3.388
OLEC 388,388,89,15,36,20,6,9,3,0,0,0,0,0,0,0,71,18,0,0,0,3.74
OLON 388,388,216,1,54,96,46,13,5,1,0,0,0,0,0,0,151,64,1,0,0,3.619
OLON 488,488,90,5,36,38,4,1,4,0,1,1,0,0,0,0,79,9,2,0,0,3.726
OLYO 388,388,35,3,16,5,2,5,0,2,1,1,0,0,0,0,24,7,4,0,0,3.554
ONEO 488,488,47,3,26,5,4,5,3,0,1,0,0,0,0,0,34,12,1,0,0,3.677
OOVI 288,288,76,0,30,6,8,18,8,2,4,0,0,0,0,0,36,34,6,0,0,3.379
OOVI 388,388,246,10,116,35,17,31,21,4,10,0,0,2,0,0,161,69,14,2,0,3.539
OPRE 188,188,212,29,74,48,33,16,3,4,3,1,0,0,1,0,151,52,8,1,0,3.642
OQUE 288,288,157,23,54,17,12,23,10,5,7,5,0,1,0,0,94,45,17,1,0,3.449
ORIM 388,388,14,2,5,5,2,0,0,0,0,0,0,0,0,0,12,2,0,0,0,3.793
OROM 488,488,102,18,23,29,11,9,7,2,2,1,0,0,0,0,70,27,5,0,0,3.567
OROS 288,288,23,9,7,2,1,2,2,0,0,0,0,0,0,0,18,5,0,0,0,3.743
OROS 388,388,24,6,9,5,3,1,0,0,0,0,0,0,0,0,20,4,0,0,0,3.808
OSAS 188,188,10,0,1,2,2,3,2,0,0,0,0,0,0,0,3,7,0,0,0,3.24
OSAS 388,388,43,1,16,7,10,6,2,0,0,0,0,1,0,0,24,18,0,1,0,3.519
OSBG 188,188,135,20,65,27,7,5,3,2,2,1,0,1,0,2,112,15,5,1,2,3.684
OSBG 288,288,19,1,6,7,2,1,0,1,0,1,0,0,0,0,14,3,2,0,0,3.553
OSBG 388,388,18,1,7,8,1,0,1,0,0,0,0,0,0,0,16,2,0,0,0,3.756
OSBG 488,488,58,0,19,19,11,5,3,1,0,0,0,0,0,0,38,19,1,0,0,3.586
OSEG 288,288,183,0,64,47,31,12,16,9,2,2,0,0,0,0,111,59,13,0,0,3.495
OSEG 388,388,139,0,49,48,19,6,14,2,1,0,0,0,0,0,97,39,3,0,0,3.588
OSIE 288,288,10,0,1,0,0,2,3,2,2,0,0,0,0,0,1,5,4,0,0,2.67
OSIE 388,388,1226,131,643,257,92,78,19,2,4,0,0,0,0,0,1031,189,6,0,0,3.792
OSIE 488,488,853,49,242,256,175,113,14,2,2,0,0,0,0,0,547,302,4,0,0,3.604
OSIT 388,388,14,0,6,4,2,2,0,0,0,0,0,0,0,0,10,4,0,0,0,3.671
OTRP 488,488,21,1,11,1,1,7,0,0,0,0,0,0,0,0,13,8,0,0,0,3.619
OVIC 488,488,229,36,91,43,33,26,0,0,0,0,0,0,0,0,170,59,0,0,0,3.729
OVIC 588,588,20,5,4,6,4,1,0,0,0,0,0,0,0,0,15,5,0,0,0,3.72
OVIE 488,488,102,0,11,32,27,25,7,0,0,0,0,0,0,0,43,59,0,0,0,3.386
OWAS 188,188,27,13,8,0,0,5,0,0,1,0,0,0,0,0,21,5,1,0,0,3.741
OXAF 388,388,96,10,29,10,3,30,4,0,5,0,0,1,0,4,49,37,5,1,4,3.278
OXAO 388,388,23,0,16,6,1,0,0,0,0,0,0,0,0,0,22,1,0,0,0,3.891
OXEU 188,188,214,1,44,86,45,23,7,3,3,2,0,0,0,0,131,75,8,0,0,3.509
OXEU 288,288,92,0,23,21,17,13,8,6,1,3,0,0,0,0,44,38,10,0,0,3.34
OXEU 388,388,962,68,410,274,129,60,9,5,4,1,0,0,0,2,752,198,10,0,2,3.718
OXEU 488,488,276,30,123,67,38,14,4,0,0,0,0,0,0,0,220,56,0,0,0,3.761
OXFA 188,188,41,2,12,12,3,7,4,0,0,0,0,1,0,0,26,14,0,1,0,3.49
OXFA 388,388,57,20,18,9,3,5,2,0,0,0,0,0,0,0,47,10,0,0,0,3.782
OXFA 488,488,358,52,141,89,32,26,5,3,3,1,0,2,0,4,282,63,7,2,4,3.673
OXLA 388,388,49,1,28,7,11,1,1,0,0,0,0,0,0,0,36,13,0,0,0,3.753
OXLA 488,488,11,1,5,3,2,0,0,0,0,0,0,0,0,0,9,2,0,0,0,3.791
OXMC 388,388,47,0,19,17,7,3,1,0,0,0,0,0,0,0,36,11,0,0,0,3.696
PD 101,101,951,75,156,153,159,174,84,46,44,25,6,10,8,11,384,417,115,24,11,3.179
PD 199,199,11,0,2,2,2,4,1,0,0,0,0,0,0,0,4,7,0,0,0,3.336
PD 223,223,475,68,122,116,49,59,24,9,11,7,1,2,0,7,306,132,27,3,7,3.475
PD 240,240,386,45,97,84,69,36,25,14,6,3,0,1,0,6,226,130,23,1,6,3.452
PD 301,301,429,23,110,103,68,55,30,12,7,11,0,1,0,9,236,153,30,1,9,3.368
PD 302,302,195,65,58,38,10,4,3,2,10,1,0,0,0,4,161,17,13,0,4,3.651
PD 323,323,390,95,70,81,40,42,20,6,11,8,1,3,0,13,246,102,25,4,13,3.398
PD 330,330,214,102,48,26,11,11,3,2,5,0,1,0,1,4,176,25,7,2,4,3.693
PD 340,340,395,88,119,97,43,27,7,6,3,1,0,2,1,1,304,77,10,3,1,3.678
PD 350,350,492,82,168,67,52,42,20,17,16,9,2,2,2,13,317,114,42,6,13,3.439
PD 360,360,41,5,13,12,3,2,3,3,0,0,0,0,0,0,30,8,3,0,0,3.593
PD 370,370,490,174,111,84,46,28,22,12,12,0,0,0,0,1,369,96,24,0,1,3.669
PD 399,399,195,38,52,40,27,15,8,3,4,2,0,0,0,6,130,50,9,0,6,3.497
PD 410,410,586,111,164,107,63,65,27,18,10,5,1,3,2,10,382,155,33,6,10,3.494
PD 430,430,316,66,80,68,34,22,15,8,6,7,1,1,0,8,214,71,21,2,8,3.478
PD 440,440,29,4,11,7,3,2,1,0,1,0,0,0,0,0,22,6,1,0,0,3.672
PD 483,483,399,77,139,60,56,33,17,6,5,1,1,0,0,4,276,106,12,1,4,3.615
PD 484,484,330,87,86,52,37,18,28,13,3,4,0,0,0,2,225,83,20,0,2,3.572
PD 485,485,338,51,112,70,26,36,16,7,13,4,0,1,0,2,233,78,24,1,2,3.544
PD 486,486,158,20,42,33,23,22,10,0,4,1,0,0,0,3,95,55,5,0,3,3.473
PD 487,487,126,32,32,27,16,14,1,2,0,1,0,0,0,1,91,31,3,0,1,3.648
PD 488,488,158,18,44,17,26,23,13,11,2,3,0,0,0,1,79,62,16,0,1,3.387
PD 510,510,26,0,9,7,8,1,1,0,0,0,0,0,0,0,16,10,0,0,0,3.615
PEF 340,340,232,41,86,38,20,22,11,5,5,1,0,2,0,1,165,53,11,2,1,3.601
PEF 342,342,10,0,4,3,0,2,0,0,1,0,0,0,0,0,7,2,1,0,0,3.51
PEF 344,344,1252,7,840,29,14,141,11,2,120,2,0,26,0,60,876,166,124,26,60,3.409
PEF 345,345,423,1,307,0,0,95,0,0,10,0,2,1,0,7,308,95,10,3,7,3.642
PEL 310,310,1553,600,335,247,143,88,63,23,16,15,2,1,3,17,1182,294,54,6,17,3.655
PEL 311,311,59,40,14,2,1,1,1,0,0,0,0,0,0,0,56,3,0,0,0,3.939
PEL 399,399,512,193,148,65,39,44,13,4,3,0,2,0,0,1,406,96,7,2,1,3.746
PEO 285,285,2996,1067,572,350,369,200,112,100,65,43,2,35,1,80,1989,681,208,38,80,3.485
PEO 411,411,29,14,5,3,0,4,1,1,0,0,0,0,0,1,22,5,1,0,1,3.59
PEO 412,412,71,22,13,11,4,5,3,5,1,1,0,2,0,4,46,12,7,2,4,3.299
PEO 413,413,36,10,9,6,4,3,3,1,0,0,0,0,0,0,25,10,1,0,0,3.633
PHIL 101,101,2952,129,498,510,460,513,363,176,111,55,11,22,11,93,1137,1336,342,44,93,3.115
PHIL 102,102,3558,329,981,595,422,511,295,113,97,62,16,29,7,101,1905,1228,272,52,101,3.31
PHIL 103,103,1564,52,312,300,213,228,145,70,68,48,19,19,13,77,664,586,186,51,77,3.054
PHIL 104,104,221,10,26,34,27,37,25,19,9,8,2,9,0,15,70,89,36,11,15,2.825
PHIL 110,110,3085,155,852,521,419,464,239,118,107,50,21,28,12,99,1528,1122,275,61,99,3.245
PHIL 120,120,1708,70,349,320,253,266,154,86,67,46,8,19,6,64,739,673,199,33,64,3.134
PHIL 123,123,574,22,105,107,86,89,55,34,27,14,6,6,3,20,234,230,75,15,20,3.093
PHIL 130,130,1810,115,495,413,266,226,110,58,45,27,4,12,1,38,1023,602,130,17,38,3.375
PHIL 135,135,209,48,41,27,28,19,18,5,4,4,2,1,1,11,116,65,13,4,11,3.275
PHIL 170,170,3566,68,788,797,579,523,305,129,131,68,24,32,11,111,1653,1407,328,67,111,3.203
PHIL 199,199,83,2,25,13,10,13,9,1,3,0,0,4,0,3,40,32,4,4,3,3.189
PHIL 211,211,659,12,124,110,112,105,90,32,24,8,5,3,4,30,246,307,64,12,30,3.075
PHIL 213,213,63,0,17,15,12,7,6,1,0,1,0,0,0,4,32,25,2,0,4,3.243
PHIL 216,216,631,17,130,118,117,111,51,25,21,12,2,1,1,25,265,279,58,4,25,3.178
PHIL 219,219,74,3,18,12,8,11,7,5,3,5,0,1,0,1,33,26,13,1,1,3.158
PHIL 220,220,390,9,90,91,60,49,42,16,12,4,2,1,0,14,190,151,32,3,14,3.237
PHIL 223,223,328,14,52,79,40,42,38,15,9,16,4,1,3,15,145,120,40,8,15,3.064
PHIL 225,225,558,63,162,78,47,50,52,27,26,17,3,7,2,24,303,149,70,12,24,3.207
PHIL 299,299,59,7,26,11,5,2,4,0,3,0,1,0,0,0,44,11,3,1,0,3.615
PHIL 307,307,614,8,126,117,97,98,65,36,16,10,0,4,4,33,251,260,62,8,33,3.09
PHIL 308,308,258,5,46,59,40,53,19,14,8,3,1,2,0,8,110,112,25,3,8,3.183
PHIL 309,309,389,27,106,62,37,54,37,15,8,15,2,6,0,20,195,128,38,8,20,3.162
PHIL 310,310,633,22,123,158,115,106,55,10,9,5,2,6,0,22,303,276,24,8,22,3.268
PHIL 311,311,676,27,200,104,95,97,58,30,14,19,2,5,2,23,331,250,63,9,23,3.243
PHIL 312,312,662,22,234,134,85,81,40,15,8,6,0,2,1,34,390,206,29,3,34,3.345
PHIL 315,315,577,13,163,115,95,72,48,17,18,9,4,4,0,19,291,215,44,8,19,3.272
PHIL 320,320,178,0,41,48,28,17,18,5,5,4,0,3,1,8,89,63,14,4,8,3.178
PHIL 322,322,73,1,22,7,10,15,5,4,1,2,0,0,0,6,30,30,7,0,6,3.068
PHIL 323,323,452,15,122,89,61,43,44,22,21,7,4,8,5,11,226,148,50,17,11,3.203
PHIL 325,325,257,19,57,37,23,36,27,17,17,11,2,4,0,7,113,86,45,6,7,3.098
PHIL 330,330,33,0,17,8,0,6,0,2,0,0,0,0,0,0,25,6,2,0,0,3.642
PHIL 331,331,103,3,52,19,7,5,6,3,2,3,0,0,0,3,74,18,8,0,3,3.501
PHIL 332,332,732,41,167,144,105,111,44,25,23,14,8,2,0,48,352,260,62,10,48,3.146
PHIL 335,335,1180,214,422,162,98,100,50,21,29,32,3,8,3,38,798,248,82,14,38,3.455
PHIL 339,339,123,7,26,21,13,13,7,7,4,4,2,4,2,13,54,33,15,8,13,2.841
PHIL 340,340,1378,55,606,225,154,133,74,47,26,22,1,10,3,22,886,361,95,14,22,3.479
PHIL 341,341,72,11,18,7,11,4,4,4,2,3,0,1,4,3,36,19,9,5,3,3.099
PHIL 342,342,331,26,130,57,30,35,21,12,3,6,2,0,2,7,213,86,21,4,7,3.454
PHIL 343,343,47,3,30,7,5,2,0,0,0,0,0,0,0,0,40,7,0,0,0,3.838
PHIL 344,344,185,3,49,44,25,22,16,6,10,2,2,4,0,2,96,63,18,6,2,3.277
PHIL 345,345,395,38,44,73,70,34,53,20,13,13,6,2,3,26,155,157,46,11,26,2.988
PHIL 350,350,89,1,17,16,17,17,10,2,0,2,1,3,2,1,34,44,4,6,1,3.135
PHIL 372,372,54,0,39,8,0,3,1,1,1,0,0,1,0,0,47,4,2,1,0,3.752
PHIL 399,399,69,1,36,12,8,8,1,3,0,0,0,0,0,0,49,17,3,0,0,3.658
PHIL 407,407,88,9,35,15,8,7,3,3,3,0,0,1,0,4,59,18,6,1,4,3.419
PHIL 410,410,32,4,8,10,6,1,1,0,0,1,0,0,0,1,22,8,1,0,1,3.506
PHIL 415,415,36,3,12,7,5,3,2,0,2,0,0,0,0,2,22,10,2,0,2,3.356
PHIL 420,420,90,3,24,20,18,7,10,1,2,2,1,0,0,2,47,35,5,1,2,3.338
PHIL 421,421,117,2,53,23,19,10,5,2,0,0,0,0,0,3,78,34,2,0,3,3.555
PHIL 423,423,14,0,3,0,1,1,1,1,1,2,0,0,0,4,3,3,4,0,4,2.05
PHIL 425,425,44,3,11,7,7,4,5,5,1,0,0,0,0,1,21,16,6,0,1,3.273
PHIL 426,426,10,1,3,2,2,1,1,0,0,0,0,0,0,0,6,4,0,0,0,3.57
PHIL 433,433,29,0,3,5,4,8,5,2,1,1,0,0,0,0,8,17,4,0,0,3.086
PHIL 443,443,138,0,48,45,20,10,7,2,1,2,0,0,0,3,93,37,5,0,3,3.503
PHIL 451,451,58,4,10,14,9,9,4,1,3,1,0,1,0,2,28,22,5,1,2,3.212
PHIL 452,452,112,19,41,21,7,14,2,0,2,1,0,0,0,5,81,23,3,0,5,3.517
PHIL 453,453,199,12,68,48,26,22,7,5,5,1,0,1,1,3,128,55,11,2,3,3.483
PHIL 463,463,522,25,130,111,93,57,37,21,14,10,4,2,1,17,266,187,45,7,17,3.275
PHIL 507,507,12,0,5,2,5,0,0,0,0,0,0,0,0,0,7,5,0,0,0,3.658
