course_id,course_number,total_students,AP,A,AM,BP,B,BM,CP,C,CM,DP,D,DM,F,A_count,B_count,C_count,D_count,F_count,avg_gpa
DAN 294,294,100,16,31,18,10,16,3,1,3,0,0,0,0,2,65,29,4,0,2,3.52
DAN 301,301,689,91,324,41,29,109,14,11,34,8,0,17,0,11,456,152,53,17,11,3.478
DAN 351,351,58,9,27,6,0,8,4,1,1,1,0,1,0,0,42,12,3,1,0,3.586
DAN 352,352,45,1,16,21,2,4,0,0,0,1,0,0,0,0,38,6,1,0,0,3.689
DAN 360,360,117,19,40,21,6,8,6,3,8,2,0,0,0,4,80,20,13,0,4,3.419
DAN 394,394,180,23,75,36,25,12,4,1,0,2,0,0,0,2,134,41,3,0,2,3.668
DAN 396,396,106,41,29,18,7,7,2,1,0,0,0,0,0,1,88,16,1,0,1,3.758
DAN 410,410,40,12,15,1,2,5,2,0,3,0,0,0,0,0,28,9,3,0,0,3.618
DAN 443,443,11,2,4,1,1,1,0,0,0,0,0,1,0,1,7,2,0,1,1,3.182
DAN 444,444,18,0,9,3,3,2,0,0,0,0,0,0,0,1,12,5,0,0,1,3.5
DAN 454,454,28,2,14,5,0,3,1,1,1,0,0,0,0,1,21,4,2,0,1,3.518
DAN 458,458,41,15,16,3,2,2,0,0,1,0,0,0,0,2,34,4,1,0,2,3.651
DAN 491,491,14,7,4,2,1,0,0,0,0,0,0,0,0,0,13,1,0,0,0,3.907
DAN 494,494,78,13,30,16,7,8,2,0,2,0,0,0,0,0,59,17,2,0,0,3.688
DANC 170,170,371,71,165,62,9,31,12,3,6,0,0,1,1,10,298,52,9,2,10,3.636
DANC 172,172,421,75,206,60,23,26,10,4,4,4,1,3,1,4,341,59,12,5,4,3.696
DANC 175,175,134,43,52,10,7,8,5,2,2,0,0,0,0,5,105,20,4,0,5,3.628
DANC 199,199,55,18,26,4,3,1,1,0,1,0,0,0,0,1,48,5,1,0,1,3.789
DANC 270,270,244,32,97,47,20,32,9,3,0,1,0,1,0,2,176,61,4,1,2,3.63
DANC 271,271,65,19,27,3,4,7,3,0,1,0,0,0,0,1,49,14,1,0,1,3.683
DANC 272,272,287,64,106,63,17,12,6,5,4,2,0,1,2,5,233,35,11,3,5,3.647
DANC 275,275,165,33,77,20,6,15,8,1,2,0,1,0,0,2,130,29,3,1,2,3.685
DANC 285,285,10,2,2,3,2,1,0,0,0,0,0,0,0,0,7,3,0,0,0,3.67
DANC 299,299,39,11,13,9,4,1,0,0,0,1,0,0,0,0,33,5,1,0,0,3.774
DANC 370,370,91,20,46,12,2,2,5,0,0,0,0,2,1,1,78,9,0,3,1,3.705
DANC 372,372,328,122,128,45,6,11,9,2,2,0,0,0,0,3,295,26,4,0,3,3.818
DANC 375,375,68,21,23,9,1,3,7,2,1,0,0,0,0,1,53,11,3,0,1,3.634
DANC 399,399,58,10,30,9,3,3,0,0,0,2,0,0,0,1,49,6,2,0,1,3.717
DSCI 101,101,1000,93,151,152,163,132,89,72,45,28,9,11,7,48,396,384,145,27,48,3.043
DSCI 102,102,473,69,114,94,66,45,30,18,12,13,1,1,0,10,277,141,43,2,10,3.39
DSCI 299,299,40,4,7,5,2,10,4,3,2,2,0,0,0,1,16,16,7,0,1,3.105
DSCI 311,311,176,28,44,43,17,14,7,6,4,5,0,1,2,5,115,38,15,3,5,3.391
DSCI 345M,345M,175,26,75,23,8,18,5,5,3,4,0,2,0,6,124,31,12,2,6,3.482
DSCI 372M,372M,155,0,51,39,34,15,8,3,2,0,0,0,0,3,90,57,5,0,3,3.471
DSCI 407,407,20,3,10,5,0,1,0,0,0,0,0,0,0,1,18,1,0,0,1,3.675
DSCI 410,410,42,10,13,10,1,1,4,1,0,1,0,0,0,1,33,6,2,0,1,3.574
DSCI 410L,410L,38,11,10,6,3,4,1,2,0,0,0,0,0,1,27,8,2,0,1,3.563
DSGN 321,321,25,0,3,8,4,3,2,3,1,0,0,0,0,1,11,9,4,0,1,3.124
DSGN 408,408,36,0,19,5,0,5,2,0,1,0,0,0,0,4,24,7,1,0,4,3.247
DSGN 608,608,11,0,5,3,2,1,0,0,0,0,0,0,0,0,8,3,0,0,0,3.7
EALL 109,109,80,25,27,11,3,9,1,0,0,1,0,3,0,0,63,13,1,3,0,3.662
EALL 199,199,69,16,14,5,8,8,9,1,2,1,0,0,1,4,35,25,4,1,4,3.216
EALL 209,209,516,45,141,107,70,68,36,21,11,5,1,2,3,6,293,174,37,6,6,3.404
EALL 210,210,74,1,12,27,13,8,5,5,2,0,0,1,0,0,40,26,7,1,0,3.362
EALL 211,211,63,23,14,6,4,9,2,1,0,0,0,0,1,3,43,15,1,1,3,3.473
EALL 360,360,17,0,2,3,5,3,1,0,1,0,0,1,0,1,5,9,1,1,1,2.959
EALL 399,399,15,1,4,5,4,0,0,1,0,0,0,0,0,0,10,4,1,0,0,3.6
EALL 407,407,11,3,3,0,1,2,0,2,0,0,0,0,0,0,6,3,2,0,0,3.445
EALL 410,410,34,6,8,6,6,2,2,0,1,1,0,0,0,2,20,10,2,0,2,3.326
EALL 441,441,12,0,4,2,2,2,0,2,0,0,0,0,0,0,6,4,2,0,0,3.383
EALL 442,442,29,6,7,3,6,2,0,3,2,0,0,0,0,0,16,8,5,0,0,3.441
EALL 443,443,11,5,3,1,0,0,0,0,0,0,0,0,2,0,9,0,0,2,0,3.373
EC 101,101,2022,27,202,203,262,383,235,208,207,196,23,39,5,32,432,880,611,67,32,2.776
EC 199,199,57,0,36,6,10,2,3,0,0,0,0,0,0,0,42,15,0,0,0,3.742
EC 201,201,19217,344,2411,1972,2039,2935,2214,2184,2422,1395,271,418,50,562,4727,7188,6001,739,562,2.751
EC 202,202,16311,219,2119,1603,1869,2683,1722,2025,1860,1208,181,293,84,445,3941,6274,5093,558,445,2.769
EC 311,311,8772,330,1430,919,1082,1482,898,775,938,421,44,200,20,233,2679,3462,2134,264,233,2.91
EC 313,313,6383,183,980,795,753,1017,691,604,633,366,18,176,20,147,1958,2461,1603,214,147,2.896
EC 320,320,3113,87,520,365,356,468,302,267,346,238,9,69,3,83,972,1126,851,81,83,2.88
EC 327,327,2177,75,332,240,256,335,230,196,217,148,18,61,8,61,647,821,561,87,61,2.854
EC 328,328,78,1,19,9,7,9,6,7,9,7,0,1,1,2,29,22,23,2,2,2.914
EC 330,330,1737,72,331,222,221,280,160,139,146,90,6,19,4,47,625,661,375,29,47,3.01
EC 333,333,1417,56,235,172,152,233,146,110,151,81,6,21,5,49,463,531,342,32,49,2.908
EC 340,340,1025,33,211,99,135,153,95,113,98,53,6,8,3,18,343,383,264,17,18,2.992
EC 350,350,1772,55,291,195,208,324,184,182,169,80,13,23,4,44,541,716,431,40,44,2.932
EC 360,360,933,11,173,112,116,160,105,77,76,55,7,24,0,17,296,381,208,31,17,2.95
EC 370,370,1970,73,265,253,258,331,220,217,168,105,9,29,0,42,591,809,490,38,42,2.934
EC 380,380,2404,48,347,217,249,475,247,205,354,115,17,34,7,89,612,971,674,58,89,2.801
EC 390,390,1032,26,181,86,116,204,96,88,131,39,9,28,3,25,293,416,258,40,25,2.881
EC 399,399,415,13,68,46,64,59,48,34,23,32,1,12,0,15,127,171,89,13,15,2.901
EC 408,408,38,0,9,1,5,4,0,2,6,2,3,1,1,4,10,9,10,5,4,2.468
EC 410,410,1129,48,202,139,155,175,122,98,112,43,1,9,1,24,389,452,253,11,24,3.024
EC 411,411,54,1,16,4,4,12,1,1,1,7,1,2,0,4,21,17,9,3,4,2.856
EC 413,413,16,1,3,2,3,3,2,1,0,0,0,0,0,1,6,8,1,0,1,3.125
EC 421,421,2777,85,454,264,286,555,236,202,311,149,10,90,6,129,803,1077,662,106,129,2.818
EC 422,422,269,1,69,29,25,56,20,15,24,11,0,8,0,11,99,101,50,8,11,2.978
EC 423,423,9,0,2,1,0,3,2,0,0,0,0,1,0,0,3,5,0,1,0,3.011
EC 427,427,866,21,103,94,108,135,112,89,65,62,4,40,3,30,218,355,216,47,30,2.766
EC 428,428,446,13,72,40,37,110,37,28,62,35,0,1,0,11,125,184,125,1,11,2.89
EC 430,430,580,29,165,44,48,71,33,61,70,53,0,0,0,6,238,152,184,0,6,3.051
EC 432,432,131,5,20,11,16,21,11,16,13,8,0,3,0,7,36,48,37,3,7,2.791
EC 434,434,643,18,105,64,85,87,62,54,72,64,0,10,1,21,187,234,190,11,21,2.839
EC 435,435,396,11,84,40,46,62,21,49,55,18,1,5,0,4,135,129,122,6,4,2.985
EC 440,440,617,34,49,57,50,73,100,63,60,40,18,14,13,46,140,223,163,45,46,2.555
EC 441,441,183,3,27,22,18,36,18,25,18,12,0,0,0,4,52,72,55,0,4,2.903
EC 443,443,754,27,94,95,120,95,92,78,78,55,2,8,0,10,216,307,211,10,10,2.924
EC 448,448,252,8,14,37,33,40,36,27,18,13,5,7,1,13,59,109,58,13,13,2.72
EC 450,450,900,13,140,98,90,130,106,71,106,95,10,13,5,23,251,326,272,28,23,2.793
EC 451,451,753,27,96,86,76,117,75,97,100,47,0,10,0,22,209,268,244,10,22,2.825
EC 460,460,694,25,79,68,92,118,92,47,69,74,10,6,0,14,172,302,190,16,14,2.831
EC 461,461,131,1,18,12,21,29,13,14,16,3,0,1,0,3,31,63,33,1,3,2.917
EC 462,462,185,7,16,23,18,29,33,14,11,23,2,1,0,8,46,80,48,3,8,2.754
EC 470,470,560,11,88,49,69,84,63,71,61,28,6,14,3,13,148,216,160,23,13,2.828
EC 471,471,309,3,114,28,24,43,22,13,29,12,0,15,0,6,145,89,54,15,6,3.115
EC 480,480,860,16,66,60,101,144,165,98,103,64,3,3,1,36,142,410,265,7,36,2.684
EC 481,481,865,24,121,73,107,194,68,51,141,55,3,11,2,15,218,369,247,16,15,2.865
EC 482,482,431,14,70,22,21,124,29,23,75,28,0,4,0,21,106,174,126,4,21,2.765
EC 484,484,203,4,40,17,15,43,16,12,34,17,0,0,1,4,61,74,63,1,4,2.886
EC 490,490,493,15,64,49,73,65,64,45,48,31,2,24,0,13,128,202,124,26,13,2.809
EC 491,491,272,10,42,26,34,44,25,25,38,18,0,2,0,8,78,103,81,2,8,2.875
EC 493,493,87,0,9,12,6,14,18,14,9,2,0,0,0,3,21,38,25,0,3,2.809
EC 510,510,86,1,35,22,16,9,1,2,0,0,0,0,0,0,58,26,2,0,0,3.634
EC 511,511,74,5,18,11,9,15,4,1,7,1,0,3,0,0,34,28,9,3,0,3.232
EC 512,512,18,2,8,5,0,2,0,0,0,0,0,1,0,0,15,2,0,1,0,3.639
EC 513,513,76,2,25,20,16,8,2,2,0,0,0,0,0,1,47,26,2,0,1,3.537
EC 523,523,199,3,97,7,10,63,11,4,4,0,0,0,0,0,107,84,8,0,0,3.491
EC 524,524,181,23,64,18,31,26,13,4,0,0,0,0,0,2,105,70,4,0,2,3.531
EC 525,525,179,25,70,42,23,13,4,1,0,0,0,0,0,1,137,40,1,0,1,3.706
EC 528,528,35,1,16,7,7,4,0,0,0,0,0,0,0,0,24,11,0,0,0,3.686
EC 530,530,8,4,0,0,3,1,0,0,0,0,0,0,0,0,4,4,0,0,0,3.612
EC 607,607,1170,42,260,230,227,265,117,11,10,1,0,0,0,7,532,609,22,0,7,3.39
EDLD 211,211,172,1,115,20,8,9,6,2,3,3,1,0,1,3,136,23,8,2,3,3.635
EDLD 311,311,79,2,25,25,11,8,3,2,0,0,0,0,0,3,52,22,2,0,3,3.462
EDLD 312,312,17,0,11,0,0,3,0,0,3,0,0,0,0,0,11,3,3,0,0,3.471
EDLD 410,410,25,0,18,2,1,1,2,0,1,0,0,0,0,0,20,4,1,0,0,3.724
EDLD 411,411,152,0,86,21,5,9,6,2,11,5,0,0,2,5,107,20,18,2,5,3.407
EDLD 560,560,34,14,8,8,3,1,0,0,0,0,0,0,0,0,30,4,0,0,0,3.838
EDLD 604,604,22,8,10,2,2,0,0,0,0,0,0,0,0,0,20,2,0,0,0,3.909
EDLD 605,605,70,38,28,3,0,1,0,0,0,0,0,0,0,0,69,1,0,0,0,3.973
EDLD 607,607,749,4,496,170,52,25,2,0,0,0,0,0,0,0,670,79,0,0,0,3.846
EDLD 609,609,25,0,24,0,0,1,0,0,0,0,0,0,0,0,24,1,0,0,0,3.96
EDLD 610,610,211,104,82,13,4,3,2,0,0,1,0,0,0,2,199,9,1,0,2,3.893
EDLD 611,611,30,13,16,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,3.99
EDLD 613,613,171,103,58,4,3,0,1,0,0,0,0,0,0,2,165,4,0,0,2,3.926
EDLD 614,614,194,91,73,9,4,8,1,0,1,0,0,2,0,5,173,13,1,2,5,3.779
EDLD 616,616,172,93,57,12,4,4,1,0,0,0,0,0,0,1,162,9,0,0,1,3.909
EDLD 617,617,48,30,16,1,0,0,0,0,0,0,0,0,0,1,47,0,0,0,1,3.91
EDLD 621,621,20,4,14,2,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,3.97
EDLD 623,623,20,2,13,3,2,0,0,0,0,0,0,0,0,0,18,2,0,0,0,3.885
EDLD 624,624,115,47,63,1,1,1,1,0,0,0,0,0,0,1,111,3,0,0,1,3.937
EDLD 625,625,84,14,34,24,5,1,5,1,0,0,0,0,0,0,72,11,1,0,0,3.763
EDLD 628,628,113,28,58,16,8,3,0,0,0,0,0,0,0,0,102,11,0,0,0,3.881
EDLD 629,629,26,6,11,6,2,0,0,0,0,0,0,0,0,1,23,2,0,0,1,3.723
EDLD 631,631,17,7,10,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,4.0
EDLD 632,632,50,6,21,12,5,2,2,0,1,0,0,0,0,1,39,9,1,0,1,3.646
EDLD 633,633,96,31,28,15,10,9,3,0,0,0,0,0,0,0,74,22,0,0,0,3.746
EDLD 634,634,11,2,2,4,3,0,0,0,0,0,0,0,0,0,8,3,0,0,0,3.7
EDLD 635,635,114,62,39,8,0,1,2,0,0,0,1,0,0,1,109,3,0,1,1,3.889
EDLD 638,638,80,14,41,12,4,8,0,0,0,0,0,0,0,1,67,12,0,0,1,3.77
EDLD 643,643,143,52,61,14,6,3,3,1,1,1,0,0,0,1,127,12,3,0,1,3.823
EDLD 644,644,67,25,34,4,2,2,0,0,0,0,0,0,0,0,63,4,0,0,0,3.931
EDLD 649,649,72,19,32,16,2,2,1,0,0,0,0,0,0,0,67,5,0,0,0,3.868
EDLD 651,651,58,37,13,5,0,1,2,0,0,0,0,0,0,0,55,3,0,0,0,3.912
EDLD 652,652,37,23,13,1,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,3.992
EDLD 653,653,17,8,5,2,0,0,2,0,0,0,0,0,0,0,15,2,0,0,0,3.812
EDLD 654,654,15,6,6,0,0,3,0,0,0,0,0,0,0,0,12,3,0,0,0,3.8
EDLD 655,655,8,3,5,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4.0
EDLD 657,657,10,3,4,1,1,1,0,0,0,0,0,0,0,0,8,2,0,0,0,3.8
EDLD 663,663,93,13,58,14,5,2,1,0,0,0,0,0,0,0,85,8,0,0,0,3.882
EDLD 675,675,132,91,29,4,2,4,0,0,0,2,0,0,0,0,124,6,2,0,0,3.915
EDLD 683,683,108,23,53,24,5,0,2,1,0,0,0,0,0,0,100,7,1,0,0,3.861
EDLD 686,686,163,82,64,6,7,3,0,0,0,0,0,0,0,1,152,10,0,0,1,3.916
EDLD 687,687,38,16,14,5,2,1,0,0,0,0,0,0,0,0,35,3,0,0,0,3.897
EDLD 692,692,14,4,7,2,1,0,0,0,0,0,0,0,0,0,13,1,0,0,0,3.907
EDLD 696,696,123,29,67,10,4,9,1,1,1,0,0,0,0,1,106,14,2,0,1,3.807
EDLD 697,697,36,18,12,4,1,1,0,0,0,0,0,0,0,0,34,2,0,0,0,3.919
EDLD 698,698,72,20,23,19,4,5,1,0,0,0,0,0,0,0,62,10,0,0,0,3.794
EDST 111,111,2295,298,1089,277,115,258,57,29,97,13,5,14,0,43,1664,430,139,19,43,3.566
EDST 211,211,636,91,317,62,33,60,28,8,11,8,0,3,1,14,470,121,27,4,14,3.591
EDST 220,220,420,114,98,113,40,24,14,4,3,2,3,0,1,4,325,78,9,4,4,3.645
EDST 225,225,1539,217,783,203,93,107,35,26,25,9,6,7,3,25,1203,235,60,16,25,3.649
EDST 231,231,247,79,106,23,8,18,3,3,5,0,0,0,0,2,208,29,8,0,2,3.767
EDST 331,331,937,109,532,151,40,39,26,13,14,5,1,1,1,5,792,105,32,3,5,3.747
EDST 332,332,917,127,459,174,46,38,25,14,9,2,1,2,0,20,760,109,25,3,20,3.684
EDST 333,333,894,135,448,150,38,37,24,18,18,5,1,3,0,17,733,99,41,4,17,3.667
EDST 342,342,810,174,460,108,25,17,10,2,7,1,2,0,0,4,742,52,10,2,4,3.851
EDST 343,343,756,187,345,129,36,28,11,8,6,3,0,0,0,3,661,75,17,0,3,3.801
EDST 410,410,177,66,84,14,2,2,0,1,3,4,0,0,0,1,164,4,8,0,1,3.839
EDST 411,411,344,50,216,30,16,11,13,4,1,0,0,0,0,3,296,40,5,0,3,3.8
EDST 420,420,900,11,607,97,68,53,21,9,20,4,0,2,2,6,715,142,33,4,6,3.713
EDST 422,422,516,136,247,43,27,26,9,6,9,1,0,5,0,7,426,62,16,5,7,3.723
EDST 440,440,207,65,92,22,8,10,4,2,2,0,0,0,1,1,179,22,4,1,1,3.797
EDST 448,448,222,49,110,19,17,16,5,2,0,0,0,0,0,4,178,38,2,0,4,3.732
EDST 450,450,31,0,24,2,3,0,1,0,0,0,0,0,0,1,26,4,0,0,1,3.742
EDST 451,451,13,0,5,2,3,2,0,0,1,0,0,0,0,0,7,5,1,0,0,3.485
EDST 452,452,121,56,39,11,6,4,1,1,0,0,0,0,0,3,106,11,1,0,3,3.781
EDST 453,453,83,39,17,10,7,3,1,2,2,0,0,0,0,2,66,11,4,0,2,3.667
EDST 454,454,190,68,84,22,4,8,1,0,1,0,0,0,0,2,174,13,1,0,2,3.849
EDST 455,455,51,16,29,0,0,2,0,0,2,0,0,0,0,2,45,2,2,0,2,3.725
EDST 456,456,184,17,106,28,13,7,3,1,6,1,0,1,0,1,151,23,8,1,1,3.721
EDST 457,457,254,12,120,42,19,26,11,4,3,2,1,4,2,8,174,56,9,7,8,3.461
EDST 463,463,845,54,454,164,76,31,28,7,16,10,0,1,0,4,672,135,33,1,4,3.697
EDST 464,464,872,96,401,176,58,48,27,20,24,8,2,1,1,10,673,133,52,4,10,3.623
EDST 471,471,228,41,111,17,13,27,6,4,4,1,1,1,0,2,169,46,9,2,2,3.65
EDST 472,472,217,68,83,7,14,24,3,3,10,4,0,0,0,1,158,41,17,0,1,3.64
EDST 611,611,50,7,43,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,4.0
EDST 614,614,153,0,116,13,5,13,6,0,0,0,0,0,0,0,129,24,0,0,0,3.816
EDST 616,616,792,80,578,98,18,9,2,1,4,0,0,0,0,2,756,29,5,0,2,3.91
EDST 618,618,28,0,13,14,0,1,0,0,0,0,0,0,0,0,27,1,0,0,0,3.814
EDST 619,619,17,0,11,1,1,4,0,0,0,0,0,0,0,0,12,5,0,0,0,3.706
EDST 620,620,229,69,105,32,12,9,2,0,0,0,0,0,0,0,206,23,0,0,0,3.871
EDST 621,621,25,14,5,6,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,3.928
EDST 623,623,49,14,27,5,3,0,0,0,0,0,0,0,0,0,46,3,0,0,0,3.927
EDST 624,624,12,5,3,3,1,0,0,0,0,0,0,0,0,0,11,1,0,0,0,3.867
EDST 627,627,93,74,9,8,1,1,0,0,0,0,0,0,0,0,91,2,0,0,0,3.956
EDST 628,628,213,20,156,21,8,5,2,1,0,0,0,0,0,0,197,15,1,0,0,3.9
EDST 630,630,45,33,6,2,3,1,0,0,0,0,0,0,0,0,41,4,0,0,0,3.918
EDST 631,631,94,31,49,8,2,2,1,0,1,0,0,0,0,0,88,5,1,0,0,3.903
EDST 632,632,37,18,15,4,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,3.968
EDST 635,635,134,40,77,10,1,4,1,1,0,0,0,0,0,0,127,6,1,0,0,3.92
EDST 636,636,22,0,17,4,0,0,0,1,0,0,0,0,0,0,21,0,1,0,0,3.868
EDST 638,638,147,61,67,11,2,4,0,1,1,0,0,0,0,0,139,6,2,0,0,3.916
EDST 640,640,27,0,17,0,9,0,0,0,1,0,0,0,0,0,17,9,1,0,0,3.693
EDST 642,642,39,7,24,5,0,0,2,0,0,1,0,0,0,0,36,2,1,0,0,3.836
EDST 643,643,185,55,75,34,8,7,3,0,2,1,0,0,0,0,164,18,3,0,0,3.822
EDST 645,645,156,39,87,16,6,5,1,1,1,0,0,0,0,0,142,12,2,0,0,3.878
EDST 646,646,225,93,98,20,8,2,3,0,0,0,0,0,0,1,211,13,0,0,1,3.904
EDUC 610,610,145,71,59,6,2,5,2,0,0,0,0,0,0,0,136,9,0,0,0,3.926
EDUC 610L,610L,101,38,38,14,9,2,0,0,0,0,0,0,0,0,90,11,0,0,0,3.876
EDUC 611,611,730,295,314,54,24,21,5,1,1,1,0,1,0,13,663,50,3,1,13,3.834
EDUC 612,612,295,102,130,38,12,11,1,1,0,0,0,0,0,0,270,24,1,0,0,3.885
EDUC 614,614,562,119,255,93,48,28,15,1,0,1,0,0,0,2,467,91,2,0,2,3.785
EDUC 620,620,87,11,56,9,4,6,0,0,0,0,0,0,0,1,76,10,0,0,1,3.822
EDUC 621,621,45,7,21,7,3,6,1,0,0,0,0,0,0,0,35,10,0,0,0,3.744
EDUC 630,630,51,3,39,4,2,3,0,0,0,0,0,0,0,0,46,5,0,0,0,3.89
EDUC 640,640,398,65,207,78,21,13,10,1,0,0,0,0,0,3,350,44,1,0,3,3.805
EDUC 641,641,72,18,39,11,2,1,0,0,0,0,0,0,0,1,68,3,0,0,1,3.865
EDUC 642,642,221,106,71,20,8,9,6,0,0,0,0,0,0,1,197,23,0,0,1,3.853
EDUC 643,643,70,1,38,17,8,3,2,1,0,0,0,0,0,0,56,13,1,0,0,3.743
EDUC 644,644,122,19,54,23,18,7,1,0,0,0,0,0,0,0,96,26,0,0,0,3.772
EDUC 646,646,14,3,7,1,3,0,0,0,0,0,0,0,0,0,11,3,0,0,0,3.829
EDUC 650,650,59,15,23,12,7,1,0,1,0,0,0,0,0,0,50,8,1,0,0,3.81
EDUC 652,652,23,3,9,5,4,2,0,0,0,0,0,0,0,0,17,6,0,0,0,3.726
EDUC 654,654,18,5,12,1,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,3.983
ENG 104,104,2543,124,641,496,362,332,216,95,81,72,8,30,4,82,1261,910,248,42,82,3.23
ENG 104Z,104Z,261,95,92,27,14,11,3,3,2,2,0,0,0,12,214,28,7,0,12,3.638
ENG 105,105,402,16,96,81,71,64,28,16,12,6,0,2,2,8,193,163,34,4,8,3.294
ENG 105Z,105Z,77,60,4,3,1,2,0,2,1,0,0,0,0,4,67,3,3,0,4,3.675
ENG 106,106,1061,123,258,200,145,144,74,17,39,22,2,3,0,34,581,363,78,5,34,3.331
ENG 106Z,106Z,154,33,45,22,13,16,6,4,3,4,1,1,0,6,100,35,11,2,6,3.408
ENG 107,107,332,20,77,54,67,56,19,12,8,8,2,0,1,8,151,142,28,3,8,3.279
ENG 108,108,207,7,39,40,39,33,21,9,7,4,0,1,0,7,86,93,20,1,7,3.183
ENG 109,109,67,2,16,19,8,15,4,0,0,1,0,0,0,2,37,27,1,0,2,3.376
ENG 110,110,643,18,152,138,111,101,46,22,27,11,5,1,1,10,308,258,60,7,10,3.29
ENG 110M,110M,233,20,82,37,31,26,17,8,4,1,4,1,0,2,139,74,13,5,2,3.457
ENG 199,199,202,8,38,46,34,26,17,8,8,5,2,2,0,8,92,77,21,4,8,3.157
ENG 200,200,399,51,134,91,59,23,14,9,4,4,1,0,0,9,276,96,17,1,9,3.546
ENG 205,205,1823,110,670,329,207,198,111,64,46,21,5,5,3,54,1109,516,131,13,54,3.402
ENG 207,207,696,39,213,129,70,91,44,27,23,16,6,6,3,29,381,205,66,15,29,3.246
ENG 208,208,583,38,148,94,92,90,47,20,15,12,3,4,2,18,280,229,47,9,18,3.256
ENG 209,209,516,91,147,73,42,36,41,21,28,11,2,3,1,20,311,119,60,6,20,3.311
ENG 216,216,25,0,1,8,9,3,1,1,0,1,0,1,0,0,9,13,2,1,0,3.2
ENG 220,220,105,0,10,10,9,18,20,9,15,4,3,1,1,5,20,47,28,5,5,2.646
ENG 221,221,95,2,22,33,17,5,3,4,3,2,0,0,1,3,57,25,9,1,3,3.333
ENG 222,222,92,0,9,17,15,21,8,10,6,0,0,2,0,4,26,44,16,2,4,2.935
ENG 225,225,372,17,90,61,51,66,24,18,16,12,3,2,0,12,168,141,46,5,12,3.184
ENG 230,230,462,62,111,91,56,60,29,12,16,6,4,2,3,10,264,145,34,9,10,3.357
ENG 240,240,342,86,117,50,22,28,9,3,10,5,1,2,0,9,253,59,18,3,9,3.557
ENG 241,241,880,78,268,155,126,88,44,28,25,13,3,11,5,36,501,258,66,19,36,3.308
ENG 242,242,135,3,11,26,13,38,12,4,12,5,0,7,4,0,40,63,21,11,0,2.911
ENG 243,243,521,52,188,101,51,44,16,13,14,11,2,5,2,22,341,111,38,9,22,3.383
ENG 244,244,650,107,158,110,72,70,44,20,20,17,7,7,1,17,375,186,57,15,17,3.331
ENG 245,245,10,1,1,3,0,1,4,0,0,0,0,0,0,0,5,5,0,0,0,3.29
ENG 250,250,601,49,181,84,70,83,30,20,32,12,2,6,6,26,314,183,64,14,26,3.22
ENG 260,260,521,11,122,83,79,104,54,18,22,6,0,4,2,16,216,237,46,6,16,3.183
ENG 260M,260M,362,11,68,79,65,49,34,19,17,7,3,2,0,8,158,148,43,5,8,3.196
ENG 265,265,415,13,56,55,56,96,54,30,24,16,1,6,0,8,124,206,70,7,8,3.011
ENG 266,266,431,15,57,59,57,94,49,40,28,15,3,4,1,9,131,200,83,8,9,2.995
ENG 267,267,373,7,59,37,58,87,33,36,28,9,3,4,1,11,103,178,73,8,11,2.963
ENG 280,280,1148,45,395,208,125,132,86,44,32,27,3,11,0,40,648,343,103,14,40,3.307
ENG 300,300,177,4,67,31,20,22,10,3,6,4,0,0,0,10,102,52,13,0,10,3.296
ENG 301,301,232,0,50,56,32,30,23,10,15,5,3,2,1,5,106,85,30,6,5,3.159
ENG 302,302,206,0,32,55,31,36,23,9,8,1,2,1,0,8,87,90,18,3,8,3.135
ENG 303,303,694,20,217,157,93,84,51,20,18,8,5,0,2,19,394,228,46,7,19,3.356
ENG 304,304,270,5,97,40,33,47,11,13,10,1,4,0,0,9,142,91,24,4,9,3.305
ENG 305,305,235,6,105,43,17,32,11,5,6,0,1,1,0,8,154,60,11,2,8,3.45
ENG 308,308,29,9,9,5,1,3,1,1,0,0,0,0,0,0,23,5,1,0,0,3.717
ENG 313,313,235,20,87,52,39,22,6,1,4,3,0,0,0,1,159,67,8,0,1,3.603
ENG 315,315,146,14,63,33,13,9,3,3,1,2,2,1,0,2,110,25,6,3,2,3.589
ENG 316,316,799,76,312,135,80,99,30,12,14,9,5,3,0,24,523,209,35,8,24,3.472
ENG 321,321,486,6,92,110,97,80,40,17,15,6,1,2,0,20,208,217,38,3,20,3.189
ENG 322,322,230,6,40,48,46,39,23,5,4,6,1,1,0,11,94,108,15,2,11,3.15
ENG 323,323,151,11,33,24,16,25,9,11,15,1,0,1,0,5,68,50,27,1,5,3.145
ENG 325,325,197,18,59,42,27,22,14,1,4,2,0,2,0,6,119,63,7,2,6,3.411
ENG 330,330,254,53,54,68,37,20,8,6,5,1,0,0,0,2,175,65,12,0,2,3.578
ENG 335,335,465,95,174,70,47,38,14,5,7,0,0,1,0,14,339,99,12,1,14,3.588
